chapter,title,mort-total-US04,mort-male-US04,mort-female-US04
19,Fractures involving multiple regions of upper limb(s) with lower limb(s),0,0,0
19,Fractures involving thorax with lower back and pelvis with limb(s),0,0,0
19,Fractures involving other combinations of body regions,0,0,0
19,"Multiple fractures, unspecified",0,0,0
19,"Dislocations, sprains and strains involving multiple body regions",,,
19,"Dislocations, sprains and strains involving head with neck",0,0,0
19,"Dislocations, sprains and strains involving thorax with lower back and pelvis",0,0,0
19,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",0,0,0
19,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",0,0,0
19,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)",0,0,0
19,"Dislocations, sprains and strains involving other combinations of body regions",0,0,0
19,"Multiple dislocations, sprains and strains, unspecified",0,0,0
19,Crushing injuries involving multiple body regions,,,
19,Crushing injuries involving head with neck,0,0,0
19,"Crushing injuries involving thorax with abdomen, lower back and pelvis",0,0,0
19,Crushing injuries involving multiple regions of upper limb(s),0,0,0
19,Crushing injuries involving multiple regions of lower limb(s),0,0,0
19,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s),0,0,0
19,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",0,0,0
19,Crushing injuries involving other combinations of body regions,0,0,0
19,"Multiple crushing injuries, unspecified",0,0,0
19,Traumatic amputations involving multiple body regions,,,
19,Traumatic amputation of both hands,0,0,0
19,"Traumatic amputation of one hand and other arm [any level, except hand]",0,0,0
19,Traumatic amputation of both arms [any level],0,0,0
19,Traumatic amputation of both feet,0,0,0
19,"Traumatic amputation of one foot and other leg [any level, except foot]",0,0,0
19,Traumatic amputation of both legs [any level],0,0,0
19,"Traumatic amputation of upper and lower limbs, any combination [any level]",0,0,0
19,Traumatic amputations involving other combinations of body regions,0,0,0
19,"Multiple traumatic amputations, unspecified",0,0,0
19,"Other injuries involving multiple body regions, not elsewhere classified",,,
19,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,0,0,0
19,Injuries of nerves and spinal cord involving other multiple body regions,0,0,0
19,Injuries of nerves involving multiple body regions,0,0,0
19,Injuries of blood vessels involving multiple body regions,0,0,0
19,Injuries of muscles and tendons involving multiple body regions,0,0,0
19,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,0,0,0
19,Other specified injuries involving multiple body regions,0,0,0
19,Unspecified multiple injuries,0,0,0
19,"Fracture of spine, level unspecified",0,0,0
19,"Other injuries of spine and trunk, level unspecified",,,
19,"Superficial injury of trunk, level unspecified",0,0,0
19,"Open wound of trunk, level unspecified",0,0,0
19,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",0,0,0
19,"Injury of spinal cord, level unspecified",0,0,0
19,"Injury of unspecified nerve, spinal nerve root and plexus of trunk",0,0,0
19,Injury of unspecified muscle and tendon of trunk,0,0,0
19,"Traumatic amputation of trunk, level unspecified",0,0,0
19,"Other specified injuries of trunk, level unspecified",0,0,0
19,"Unspecified injury of trunk, level unspecified",0,0,0
19,"Fracture of upper limb, level unspecified",0,0,0
19,"Other injuries of upper limb, level unspecified",,,
19,"Superficial injury of upper limb, level unspecified",0,0,0
19,"Open wound of upper limb, level unspecified",0,0,0
19,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified",0,0,0
19,"Injury of unspecified nerve of upper limb, level unspecified",0,0,0
19,"Injury of unspecified blood vessel of upper limb, level unspecified",0,0,0
19,"Injury of unspecified muscle and tendon of upper limb, level unspecified",0,0,0
19,"Traumatic amputation of upper limb, level unspecified",0,0,0
19,"Other specified injuries of upper limb, level unspecified",0,0,0
19,"Unspecified injury of upper limb, level unspecified",0,0,0
19,"Fracture of lower limb, level unspecified",0,0,0
19,"Other injuries of lower limb, level unspecified",,,
19,"Superficial injury of lower limb, level unspecified",0,0,0
19,"Open wound of lower limb, level unspecified",0,0,0
19,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified",0,0,0
19,"Injury of unspecified nerve of lower limb, level unspecified",0,0,0
19,"Injury of unspecified blood vessel of lower limb, level unspecified",0,0,0
19,"Injury of unspecified muscle and tendon of lower limb, level unspecified",0,0,0
19,"Traumatic amputation of lower limb, level unspecified",0,0,0
19,"Other specified injuries of lower limb, level unspecified",0,0,0
19,"Unspecified injury of lower limb, level unspecified",0,0,0
19,Injury of unspecified body region,,,
19,Superficial injury of unspecified body region,0,0,0
19,Open wound of unspecified body region,0,0,0
19,Fracture of unspecified body region,0,0,0
19,"Dislocation, sprain and strain of unspecified body region",0,0,0
19,Injury of nerve(s) of unspecified body region,0,0,0
19,Injury of blood vessel(s) of unspecified body region,0,0,0
19,Injury of muscles and tendons of unspecified body region,0,0,0
19,Crushing injury and traumatic amputation of unspecified body region,0,0,0
19,Other injuries of unspecified body region,0,0,0
19,"Injury, unspecified",0,0,0
19,Foreign body on external eye,,,
19,Foreign body in cornea,0,0,0
19,Foreign body in conjunctival sac,0,0,0
19,Foreign body in other and multiple parts of external eye,0,0,0
19,"Foreign body on external eye, part unspecified",0,0,0
19,Foreign body in ear,0,0,0
19,Foreign body in respiratory tract,,,
19,Foreign body in nasal sinus,0,0,0
19,Foreign body in nostril,0,0,0
19,Foreign body in pharynx,0,0,0
19,Foreign body in larynx,0,0,0
19,Foreign body in trachea,0,0,0
19,Foreign body in bronchus,0,0,0
19,Foreign body in other and multiple parts of respiratory tract,0,0,0
19,"Foreign body in respiratory tract, part unspecified",0,0,0
19,Foreign body in alimentary tract,,,
19,Foreign body in mouth,0,0,0
19,Foreign body in oesophagus,0,0,0
19,Foreign body in stomach,0,0,0
19,Foreign body in small intestine,0,0,0
19,Foreign body in colon,0,0,0
19,Foreign body in anus and rectum,0,0,0
19,Foreign body in other and multiple parts of alimentary tract,0,0,0
19,"Foreign body in alimentary tract, part unspecified",0,0,0
19,Foreign body in genitourinary tract,,,
19,Foreign body in urethra,0,0,0
19,Foreign body in bladder,0,0,0
19,Foreign body in vulva and vagina,0,0,0
19,Foreign body in uterus [any part],0,0,0
19,Foreign body in other and multiple parts of genitourinary tract,0,0,0
19,"Foreign body in genitourinary tract, part unspecified",0,0,0
19,Burn and corrosion of head and neck,,,
19,Burn of unspecified degree of head and neck,0,0,0
19,Burn of first degree of head and neck,0,0,0
19,Burn of second degree of head and neck,0,0,0
19,Burn of third degree of head and neck,0,0,0
19,Corrosion of unspecified degree of head and neck,0,0,0
19,Corrosion of first degree of head and neck,0,0,0
19,Corrosion of second degree of head and neck,0,0,0
19,Corrosion of third degree of head and neck,0,0,0
19,Burn and corrosion of trunk,,,
19,Burn of unspecified degree of trunk,0,0,0
19,Burn of first degree of trunk,0,0,0
19,Burn of second degree of trunk,0,0,0
19,Burn of third degree of trunk,0,0,0
19,Corrosion of unspecified degree of trunk,0,0,0
19,Corrosion of first degree of trunk,0,0,0
19,Corrosion of second degree of trunk,0,0,0
19,Corrosion of third degree of trunk,0,0,0
19,"Burn and corrosion of shoulder and upper limb, except wrist and hand",,,
19,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Burn of first degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Burn of second degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Burn of third degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Corrosion of first degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Corrosion of second degree of shoulder and upper limb, except wrist and hand",0,0,0
19,"Corrosion of third degree of shoulder and upper limb, except wrist and hand",0,0,0
19,Burn and corrosion of wrist and hand,,,
19,Burn of unspecified degree of wrist and hand,0,0,0
19,Burn of first degree of wrist and hand,0,0,0
19,Burn of second degree of wrist and hand,0,0,0
19,Burn of third degree of wrist and hand,0,0,0
19,Corrosion of unspecified degree of wrist and hand,0,0,0
19,Corrosion of first degree of wrist and hand,0,0,0
19,Corrosion of second degree of wrist and hand,0,0,0
19,Corrosion of third degree of wrist and hand,0,0,0
19,"Burn and corrosion of hip and lower limb, except ankle and foot",,,
19,"Burn of unspecified degree of hip and lower limb, except ankle and foot",0,0,0
19,"Burn of first degree of hip and lower limb, except ankle and foot",0,0,0
19,"Burn of second degree of hip and lower limb, except ankle and foot",0,0,0
19,"Burn of third degree of hip and lower limb, except ankle and foot",0,0,0
19,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot",0,0,0
19,"Corrosion of first degree of hip and lower limb, except ankle and foot",0,0,0
19,"Corrosion of second degree of hip and lower limb, except ankle and foot",0,0,0
19,"Corrosion of third degree of hip and lower limb, except ankle and foot",0,0,0
19,Burn and corrosion of ankle and foot,,,
19,Burn of unspecified degree of ankle and foot,0,0,0
19,Burn of first degree of ankle and foot,0,0,0
19,Burn of second degree of ankle and foot,0,0,0
19,Burn of third degree of ankle and foot,0,0,0
19,Corrosion of unspecified degree of ankle and foot,0,0,0
19,Corrosion of first degree of ankle and foot,0,0,0
19,Corrosion of second degree of ankle and foot,0,0,0
19,Corrosion of third degree of ankle and foot,0,0,0
19,Burn and corrosion confined to eye and adnexa,,,
19,Burn of eyelid and periocular area,0,0,0
19,Burn of cornea and conjunctival sac,0,0,0
19,Burn with resulting rupture and destruction of eyeball,0,0,0
19,Burn of other parts of eye and adnexa,0,0,0
19,"Burn of eye and adnexa, part unspecified",0,0,0
19,Corrosion of eyelid and periocular area,0,0,0
19,Corrosion of cornea and conjunctival sac,0,0,0
19,Corrosion with resulting rupture and destruction of eyeball,0,0,0
19,Corrosion of other parts of eye and adnexa,0,0,0
19,"Corrosion of eye and adnexa, part unspecified",0,0,0
19,Burn and corrosion of respiratory tract,,,
19,Burn of larynx and trachea,0,0,0
19,Burn involving larynx and trachea with lung,0,0,0
19,Burn of other parts of respiratory tract,0,0,0
19,"Burn of respiratory tract, part unspecified",0,0,0
19,Corrosion of larynx and trachea,0,0,0
19,Corrosion involving larynx and trachea with lung,0,0,0
19,Corrosion of other parts of respiratory tract,0,0,0
19,"Corrosion of respiratory tract, part unspecified",0,0,0
19,Burn and corrosion of other internal organs,,,
19,Burn of mouth and pharynx,0,0,0
19,Burn of oesophagus,0,0,0
19,Burn of other parts of alimentary tract,0,0,0
19,Burn of internal genitourinary organs,0,0,0
19,Burn of other and unspecified internal organs,0,0,0
19,Corrosion of mouth and pharynx,0,0,0
19,Corrosion of oesophagus,0,0,0
19,Corrosion of other parts of alimentary tract,0,0,0
19,Corrosion of internal genitourinary organs,0,0,0
19,Corrosion of other and unspecified internal organs,0,0,0
19,Burns and corrosions of multiple body regions,,,
19,"Burns of multiple regions, unspecified degree",0,0,0
19,"Burns of multiple regions, no more than first-degree burns mentioned",0,0,0
19,"Burns of multiple regions, no more than second-degree burns mentioned",0,0,0
19,"Burns of multiple regions, at least one burn of third degree mentioned",0,0,0
19,"Corrosions of multiple regions, unspecified degree",0,0,0
19,"Corrosions of multiple regions, no more than first-degree corrosions mentioned",0,0,0
19,"Corrosions of multiple regions, no more than second-degree corrosions mentioned",0,0,0
19,"Corrosions of multiple regions, at least one corrosion of third degree mentioned",0,0,0
19,"Burn and corrosion, body region unspecified",,,
19,"Burn of unspecified body region, unspecified degree",0,0,0
19,"Burn of first degree, body region unspecified",0,0,0
19,"Burn of second degree, body region unspecified",0,0,0
19,"Burn of third degree, body region unspecified",0,0,0
19,"Corrosion of unspecified body region, unspecified degree",0,0,0
19,"Corrosion of first degree, body region unspecified",0,0,0
19,"Corrosion of second degree, body region unspecified",0,0,0
19,"Corrosion of third degree, body region unspecified",0,0,0
19,Burns classified according to extent of body surface involved,,,
19,Burns involving less than 10% of body surface,0,0,0
19,Burns involving 10-19% of body surface,0,0,0
19,Burns involving 20-29% of body surface,0,0,0
19,Burns involving 30-39% of body surface,0,0,0
19,Burns involving 40-49% of body surface,0,0,0
19,Burns involving 50-59% of body surface,0,0,0
19,Burns involving 60-69% of body surface,0,0,0
19,Burns involving 70-79% of body surface,0,0,0
19,Burns involving 80-89% of body surface,0,0,0
19,Burns involving 90% or more of body surface,0,0,0
19,Corrosions classified according to extent of body surface involved,,,
19,Corrosions involving less than 10% of body surface,0,0,0
19,Corrosions involving 10-19% of body surface,0,0,0
19,Corrosions involving 20-29% of body surface,0,0,0
19,Corrosions involving 30-39% of body surface,0,0,0
19,Corrosions involving 40-49% of body surface,0,0,0
19,Corrosions involving 50-59% of body surface,0,0,0
19,Corrosions involving 60-69% of body surface,0,0,0
19,Corrosions involving 70-79% of body surface,0,0,0
19,Corrosions involving 80-89% of body surface,0,0,0
19,Corrosions involving 90% or more of body surface,0,0,0
19,Superficial frostbite,,,
19,Superficial frostbite of head,0,0,0
19,Superficial frostbite of neck,0,0,0
19,Superficial frostbite of thorax,0,0,0
19,"Superficial frostbite of abdominal wall, lower back and pelvis",0,0,0
19,Superficial frostbite of arm,0,0,0
19,Superficial frostbite of wrist and hand,0,0,0
19,Superficial frostbite of hip and thigh,0,0,0
19,Superficial frostbite of knee and lower leg,0,0,0
19,Superficial frostbite of ankle and foot,0,0,0
19,Superficial frostbite of other and unspecified sites,0,0,0
19,Frostbite with tissue necrosis,,,
19,Frostbite with tissue necrosis of head,0,0,0
19,Frostbite with tissue necrosis of neck,0,0,0
19,Frostbite with tissue necrosis of thorax,0,0,0
19,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",0,0,0
19,Frostbite with tissue necrosis of arm,0,0,0
19,Frostbite with tissue necrosis of wrist and hand,0,0,0
19,Frostbite with tissue necrosis of hip and thigh,0,0,0
19,Frostbite with tissue necrosis of knee and lower leg,0,0,0
19,Frostbite with tissue necrosis of ankle and foot,0,0,0
19,Frostbite with tissue necrosis of other and unspecified sites,0,0,0
19,Frostbite involving multiple body regions and unspecified frostbite,,,
19,Superficial frostbite involving multiple body regions,0,0,0
19,Frostbite with tissue necrosis involving multiple body regions,0,0,0
19,Unspecified frostbite of head and neck,0,0,0
19,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",0,0,0
19,Unspecified frostbite of upper limb,0,0,0
19,Unspecified frostbite of lower limb,0,0,0
19,Unspecified frostbite involving multiple body regions,0,0,0
19,Unspecified frostbite of unspecified site,0,0,0
19,Poisoning by systemic antibiotics,,,
19,Poisoning: Penicillins,0,0,0
19,Poisoning: Cefalosporins and other beta-lactam antibiotics,0,0,0
19,Poisoning: Chloramphenicol group,0,0,0
19,Poisoning: Macrolides,0,0,0
19,Poisoning: Tetracyclines,0,0,0
19,Poisoning: Aminoglycosides,0,0,0
19,Poisoning: Rifamycins,0,0,0
19,"Poisoning: Antifungal antibiotics, systemically used",0,0,0
19,Poisoning: Other systemic antibiotics,0,0,0
19,"Poisoning: Systemic antibiotic, unspecified",0,0,0
19,Poisoning by other systemic anti-infectives and antiparasitics,,,
19,Poisoning: Sulfonamides,0,0,0
19,Poisoning: Antimycobacterial drugs,0,0,0
19,Poisoning: Antimalarials and drugs acting on other blood protozoa,0,0,0
19,Poisoning: Other antiprotozoal drugs,0,0,0
19,Poisoning: Anthelminthics,0,0,0
19,Poisoning: Antiviral drugs,0,0,0
19,Poisoning: Other specified systemic anti-infectives and antiparasitics,0,0,0
19,"Poisoning: Systemic anti-infective and antiparasitic, unspecified",0,0,0
19,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified",,,
19,Poisoning: Glucocorticoids and synthetic analogues,0,0,0
19,Poisoning: Thyroid hormones and substitutes,0,0,0
19,Poisoning: Antithyroid drugs,0,0,0
19,Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs,0,0,0
19,Poisoning: Oral contraceptives,0,0,0
19,Poisoning: Other estrogens and progestogens,0,0,0
19,"Poisoning: Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",0,0,0
19,Poisoning: Androgens and anabolic congeners,0,0,0
19,Poisoning: Other and unspecified hormones and their synthetic substitutes,0,0,0
19,Poisoning: Other and unspecified hormone antagonists,0,0,0
19,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics",,,
19,Poisoning: Salicylates,0,0,0
19,Poisoning: 4-Aminophenol derivatives,0,0,0
19,Poisoning: Pyrazolone derivatives,0,0,0
19,Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID],0,0,0
19,"Poisoning: Antirheumatics, not elsewhere classified",0,0,0
19,"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified",0,0,0
19,"Poisoning: Nonopioid analgesic, antipyretic and antirheumatic, unspecified",0,0,0
19,Poisoning by narcotics and psychodysleptics [hallucinogens],,,
19,Poisoning: Opium,0,0,0
19,Poisoning: Heroin,0,0,0
19,Poisoning: Other opioids,0,0,0
19,Poisoning: Methadone,0,0,0
19,Poisoning: Other synthetic narcotics,0,0,0
19,Poisoning: Cocaine,0,0,0
19,Poisoning: Other and unspecified narcotics,0,0,0
19,Poisoning: Cannabis (derivatives),0,0,0
19,Poisoning: Lysergide [LSD],0,0,0
19,Poisoning: Other and unspecified psychodysleptics [hallucinogens],0,0,0
19,Poisoning by anaesthetics and therapeutic gases,,,
19,Poisoning: Inhaled anaesthetics,0,0,0
19,Poisoning: Intravenous anaesthetics,0,0,0
19,Poisoning: Other and unspecified general anaesthetics,0,0,0
19,Poisoning: Local anaesthetics,0,0,0
19,"Poisoning: Anaesthetic, unspecified",0,0,0
19,Poisoning: Therapeutic gases,0,0,0
19,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs",,,
19,Poisoning: Hydantoin derivatives,0,0,0
19,Poisoning: Iminostilbenes,0,0,0
19,Poisoning: Succinimides and oxazolidinediones,0,0,0
19,Poisoning: Barbiturates,0,0,0
19,Poisoning: Benzodiazepines,0,0,0
19,"Poisoning: Mixed antiepileptics, not elsewhere classified",0,0,0
19,Poisoning: Other antiepileptic and sedative-hypnotic drugs,0,0,0
19,"Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified",0,0,0
19,Poisoning: Antiparkinsonism drugs and other central muscle-tone depressants,0,0,0
19,"Poisoning by psychotropic drugs, not elsewhere classified",,,
19,Poisoning: Tricyclic and tetracyclic antidepressants,0,0,0
19,Poisoning: Monoamine-oxidase-inhibitor antidepressants,0,0,0
19,Poisoning: Other and unspecified antidepressants,0,0,0
19,Poisoning: Phenothiazine antipsychotics and neuroleptics,0,0,0
19,Poisoning: Butyrophenone and thioxanthene neuroleptics,0,0,0
19,Poisoning: Other and unspecified antipsychotics and neuroleptics,0,0,0
19,Poisoning: Psychostimulants with abuse potential,0,0,0
19,"Poisoning: Other psychotropic drugs, not elsewhere classified",0,0,0
19,"Poisoning: Psychotropic drug, unspecified",0,0,0
19,Poisoning by drugs primarily affecting the autonomic nervous system,,,
19,Poisoning: Anticholinesterase agents,0,0,0
19,Poisoning: Other parasympathomimetics [cholinergics],0,0,0
19,"Poisoning: Ganglionic blocking drugs, not elsewhere classified",0,0,0
19,"Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",0,0,0
19,"Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",0,0,0
19,"Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified",0,0,0
19,"Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified",0,0,0
19,"Poisoning: Beta-adrenoreceptor antagonists, not elsewhere classified",0,0,0
19,"Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",0,0,0
19,Poisoning: Other and unspecified drugs primarily affecting the autonomic nervous system,0,0,0
19,"Poisoning by primarily systemic and haematological agents, not elsewhere classified",,,
19,Poisoning: Antiallergic and antiemetic drugs,0,0,0
19,Poisoning: Antineoplastic and immunosuppressive drugs,0,0,0
19,"Poisoning: Vitamins, not elsewhere classified",0,0,0
19,"Poisoning: Enzymes, not elsewhere classified",0,0,0
19,Poisoning: Iron and its compounds,0,0,0
19,Poisoning: Anticoagulants,0,0,0
19,Poisoning: Fibrinolysis-affecting drugs,0,0,0
19,"Poisoning: Anticoagulant antagonists, vitamin K and other coagulants",0,0,0
19,Poisoning: Other primarily systemic and haematological agents,0,0,0
19,"Poisoning: Primarily systemic and haematological agent, unspecified",0,0,0
19,Poisoning by agents primarily affecting the cardiovascular system,,,
19,Poisoning: Cardiac-stimulant glycosides and drugs of similar action,0,0,0
19,Poisoning: Calcium-channel blockers,0,0,0
19,"Poisoning: Other antidysrhythmic drugs, not elsewhere classified",0,0,0
19,"Poisoning: Coronary vasodilators, not elsewhere classified",0,0,0
19,Poisoning: Angiotensin-converting-enzyme inhibitors,0,0,0
19,"Poisoning: Other antihypertensive drugs, not elsewhere classified",0,0,0
19,Poisoning: Antihyperlipidaemic and antiarteriosclerotic drugs,0,0,0
19,Poisoning: Peripheral vasodilators,0,0,0
19,"Poisoning: Antivaricose drugs, including sclerosing agents",0,0,0
19,Poisoning: Other and unspecified agents primarily affecting the cardiovascular system,0,0,0
19,Poisoning by agents primarily affecting the gastrointestinal system,,,
19,Poisoning: Histamine H2-receptor antagonists,0,0,0
19,Poisoning: Other antacids and anti-gastric-secretion drugs,0,0,0
19,Poisoning: Stimulant laxatives,0,0,0
19,Poisoning: Saline and osmotic laxatives,0,0,0
19,Poisoning: Other laxatives,0,0,0
19,Poisoning: Digestants,0,0,0
19,Poisoning: Antidiarrhoeal drugs,0,0,0
19,Poisoning: Emetics,0,0,0
19,Poisoning: Other agents primarily affecting the gastrointestinal system,0,0,0
19,"Poisoning: Agent primarily affecting the gastrointestinal system, unspecified",0,0,0
19,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system,,,
19,Poisoning: Oxytocic drugs,0,0,0
19,Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents],0,0,0
19,Poisoning: Other and unspecified agents primarily acting on muscles,0,0,0
19,Poisoning: Antitussives,0,0,0
19,Poisoning: Expectorants,0,0,0
19,Poisoning: Anti-common-cold drugs,0,0,0
19,"Poisoning: Antiasthmatics, not elsewhere classified",0,0,0
19,Poisoning: Other and unspecified agents primarily acting on the respiratory system,0,0,0
19,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs",,,
19,"Poisoning: Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",0,0,0
19,Poisoning: Antipruritics,0,0,0
19,Poisoning: Local astringents and local detergents,0,0,0
19,"Poisoning: Emollients, demulcents and protectants",0,0,0
19,"Poisoning: Keratolytics, keratoplastics and other hair treatment drugs and preparations",0,0,0
19,Poisoning: Ophthalmological drugs and preparations,0,0,0
19,Poisoning: Otorhinolaryngological drugs and preparations,0,0,0
19,"Poisoning: Dental drugs, topically applied",0,0,0
19,Poisoning: Other topical agents,0,0,0
19,"Poisoning: Topical agent, unspecified",0,0,0
19,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",,,
19,Poisoning: Mineralocorticoids and their antagonists,0,0,0
19,Poisoning: Loop [high-ceiling] diuretics,0,0,0
19,"Poisoning: Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",0,0,0
19,"Poisoning: Electrolytic, caloric and water-balance agents",0,0,0
19,Poisoning: Drugs affecting uric acid metabolism,0,0,0
19,Poisoning: Appetite depressants,0,0,0
19,"Poisoning: Antidotes and chelating agents, not elsewhere classified",0,0,0
19,Poisoning: Analeptics and opioid receptor antagonists,0,0,0
19,Poisoning: Diagnostic agents,0,0,0
19,"Poisoning: Other and unspecified drugs, medicaments and biological substances",0,0,0
19,Toxic effect of alcohol,,,
19,Toxic effect: Ethanol,0,0,0
19,Toxic effect: Methanol,0,0,0
19,Toxic effect: 2-Propanol,0,0,0
19,Toxic effect: Fusel oil,0,0,0
19,Toxic effect: Other alcohols,0,0,0
19,"Toxic effect: Alcohol, unspecified",0,0,0
19,Toxic effect of organic solvents,,,
19,Toxic effect: Petroleum products,0,0,0
19,Toxic effect: Benzene,0,0,0
19,Toxic effect: Homologues of benzene,0,0,0
19,Toxic effect: Glycols,0,0,0
19,Toxic effect: Ketones,0,0,0
19,Toxic effect: Other organic solvents,0,0,0
19,"Toxic effect: Organic solvent, unspecified",0,0,0
19,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,,,
19,Toxic effect: Carbon tetrachloride,0,0,0
19,Toxic effect: Chloroform,0,0,0
19,Toxic effect: Trichloroethylene,0,0,0
19,Toxic effect: Tetrachloroethylene,0,0,0
19,Toxic effect: Dichloromethane,0,0,0
19,Toxic effect: Chlorofluorocarbons,0,0,0
19,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons,0,0,0
19,Toxic effect: Other halogen derivatives of aromatic hydrocarbons,0,0,0
19,"Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",0,0,0
19,Toxic effect of corrosive substances,,,
19,Toxic effect: Phenol and phenol homologues,0,0,0
19,Toxic effect: Other corrosive organic compounds,0,0,0
19,Toxic effect: Corrosive acids and acid-like substances,0,0,0
19,Toxic effect: Corrosive alkalis and alkali-like substances,0,0,0
19,"Toxic effect: Corrosive substance, unspecified",0,0,0
19,Toxic effect of soaps and detergents,0,0,0
19,Toxic effect of metals,,,
19,Toxic effect: Lead and its compounds,0,0,0
19,Toxic effect: Mercury and its compounds,0,0,0
19,Toxic effect: Chromium and its compounds,0,0,0
19,Toxic effect: Cadmium and its compounds,0,0,0
19,Toxic effect: Copper and its compounds,0,0,0
19,Toxic effect: Zinc and its compounds,0,0,0
19,Toxic effect: Tin and its compounds,0,0,0
19,Toxic effect: Beryllium and its compounds,0,0,0
19,Toxic effect: Other metals,0,0,0
19,"Toxic effect: Metal, unspecified",0,0,0
19,Toxic effect of other inorganic substances,,,
19,Toxic effect: Arsenic and its compounds,0,0,0
19,Toxic effect: Phosphorus and its compounds,0,0,0
19,Toxic effect: Manganese and its compounds,0,0,0
19,Toxic effect: Hydrogen cyanide,0,0,0
19,Toxic effect: Other specified inorganic substances,0,0,0
19,"Toxic effect: Inorganic substance, unspecified",0,0,0
19,Toxic effect of carbon monoxide,0,0,0
19,"Toxic effect of other gases, fumes and vapours",,,
19,Toxic effect: Nitrogen oxides,0,0,0
19,Toxic effect: Sulfur dioxide,0,0,0
19,Toxic effect: Formaldehyde,0,0,0
19,Toxic effect: Lacrimogenic gas,0,0,0
19,Toxic effect: Chlorine gas,0,0,0
19,Toxic effect: Fluorine gas and hydrogen fluoride,0,0,0
19,Toxic effect: Hydrogen sulfide,0,0,0
19,Toxic effect: Carbon dioxide,0,0,0
19,"Toxic effect: Other specified gases, fumes and vapours",0,0,0
19,"Toxic effect: Gases, fumes and vapours, unspecified",0,0,0
19,Toxic effect of pesticides,,,
19,Toxic effect: Organophosphate and carbamate insecticides,0,0,0
19,Toxic effect: Halogenated insecticides,0,0,0
19,Toxic effect: Other insecticides,0,0,0
19,Toxic effect: Herbicides and fungicides,0,0,0
19,Toxic effect: Rodenticides,0,0,0
19,Toxic effect: Other pesticides,0,0,0
19,"Toxic effect: Pesticide, unspecified",0,0,0
19,Toxic effect of noxious substances eaten as seafood,,,
19,Toxic effect: Ciguatera fish poisoning,0,0,0
19,Toxic effect: Scombroid fish poisoning,0,0,0
19,Toxic effect: Other fish and shellfish poisoning,0,0,0
19,Toxic effect: Toxic effect of other seafoods,0,0,0
19,Toxic effect: Toxic effect of unspecified seafood,0,0,0
19,Toxic effect of other noxious substances eaten as food,,,
19,Toxic effect: Ingested mushrooms,0,0,0
19,Toxic effect: Ingested berries,0,0,0
19,Toxic effect: Other ingested (parts of) plant(s),0,0,0
19,Toxic effect: Other specified noxious substances eaten as food,0,0,0
19,"Toxic effect: Noxious substance eaten as food, unspecified",0,0,0
19,Toxic effect of contact with venomous animals,,,
19,Toxic effect: Snake venom,0,0,0
19,Toxic effect: Venom of other reptiles,0,0,0
19,Toxic effect: Venom of scorpion,0,0,0
